"","NOUTC1500","mean_value","UP_value","Low_value"
"1",0,-5.70207687128515,-4.84435958793206,-6.55979415463824
"2",0.0077030303030303,-5.75208972151115,-4.89174749463572,-6.61243194838658
"3",0.0154060606060606,-5.80210257173715,-4.93731543090976,-6.66688971256454
"4",0.0231090909090909,-5.85211542196315,-4.98109125872259,-6.72313958520371
"5",0.0308121212121212,-5.90212827218915,-5.02311312478241,-6.78114341959589
"6",0.0385151515151515,-5.95214112241515,-5.06342834080057,-6.84085390402974
"7",0.0462181818181818,-6.00215397264115,-5.10209206951846,-6.90221587576384
"8",0.0539212121212121,-6.05216682286715,-5.13916589564221,-6.9651677500921
"9",0.0616242424242424,-6.10217967309315,-5.17471635889282,-7.02964298729348
"10",0.0693272727272727,-6.15219252331915,-5.20881351800137,-7.09557152863693
"11",0.077030303030303,-6.20220537354515,-5.2415296017187,-7.1628811453716
"12",0.0847333333333333,-6.25221822377115,-5.27293778799834,-7.23149865954397
"13",0.0924363636363636,-6.30223107399715,-5.30311113744624,-7.30135101054807
"14",0.100139393939394,-6.35224392422316,-5.33212169343281,-7.37236615501351
"15",0.107842424242424,-6.40225677444916,-5.36003974987849,-7.44447379901982
"16",0.115545454545455,-6.45226962467516,-5.38693327906864,-7.51760597028167
"17",0.123248484848485,-6.50228247490116,-5.41286750591614,-7.59169744388617
"18",0.130951515151515,-6.55229532512716,-5.43790461158003,-7.66668603867428
"19",0.138654545454545,-6.60230817535316,-5.46210354782151,-7.74251280288481
"20",0.146357575757576,-6.65232102557916,-5.48551994344811,-7.8191221077102
"21",0.154060606060606,-6.70233387580516,-5.50820608520114,-7.89646166640917
"22",0.161763636363636,-6.75234672603116,-5.53021095708544,-7.97448249497688
"23",0.169466666666667,-6.80235957625716,-5.55158032411339,-8.05313882840093
"24",0.177169696969697,-6.85237242648316,-5.5723568485064,-8.13238800445992
"25",0.184872727272727,-6.90238527670916,-5.59258022841147,-8.21219032500685
"26",0.192575757575758,-6.95239812693516,-5.61228735105053,-8.29250890281979
"27",0.200278787878788,-7.00241097716116,-5.63151245387391,-8.37330950044841
"28",0.207981818181818,-7.05242382738716,-5.65028728871723,-8.45456036605709
"29",0.215684848484848,-7.10243667761316,-5.66864128516399,-8.53623207006233
"30",0.223387878787879,-7.15244952783916,-5.68660171030941,-8.61829734536891
"31",0.231090909090909,-7.20246237806516,-5.70419382292624,-8.70073093320408
"32",0.238793939393939,-7.25247522829116,-5.72144102067448,-8.78350943590785
"33",0.24649696969697,-7.30248807851716,-5.73836497949972,-8.8666111775346
"34",0.2542,-7.35250092874316,-5.75498578475221,-8.95001607273412
"35",0.26190303030303,-7.40251377896917,-5.77132205385098,-9.03370550408735
"36",0.269606060606061,-7.45252662919517,-5.78739105053476,-9.11766220785557
"37",0.277309090909091,-7.50253947942117,-5.80320879089687,-9.20187016794546
"38",0.285012121212121,-7.55255232964717,-5.81879014151027,-9.28631451778406
"39",0.292715151515151,-7.60256517987317,-5.83414891002064,-9.37098144972569
"40",0.300418181818182,-7.65257803009917,-5.84929792862906,-9.45585813156928
"41",0.308121212121212,-7.70259088032517,-5.86424913090804,-9.5409326297423
"42",0.315824242424242,-7.75260373055117,-5.87901362240181,-9.62619383870052
"43",0.323527272727273,-7.80261658077717,-5.8936017454568,-9.71163141609754
"44",0.331230303030303,-7.85262943100317,-5.90802313871559,-9.79723572329075
"45",0.338933333333333,-7.90264228122917,-5.9222867916898,-9.88299777076854
"46",0.346636363636364,-7.95265513145517,-5.93640109480551,-9.96890916810483
"47",0.354339393939394,-8.00266798168117,-5.95037388529136,-10.054962078071
"48",0.362042424242424,-8.05268083190717,-5.96421248925509,-10.1411491745593
"49",0.369745454545455,-8.10269368213317,-5.97792376026952,-10.2274636039968
"50",0.377448484848485,-8.15270653235917,-5.9915141147651,-10.3138989499532
"51",0.385151515151515,-8.20271938258517,-6.00498956450271,-10.4004492006676
"52",0.392854545454545,-8.25273223281117,-6.01835574637821,-10.4871087192441
"53",0.400557575757576,-8.30274508303717,-6.0316179497896,-10.5738722162847
"54",0.408260606060606,-8.35275793326317,-6.04478114177778,-10.6607347247486
"55",0.415963636363636,-8.40277078348917,-6.05784999013385,-10.7476915768445
"56",0.423666666666667,-8.45278363371517,-6.07082888464915,-10.8347383827812
"57",0.431369696969697,-8.50279648394118,-6.08372195666855,-10.9218710112138
"58",0.439072727272727,-8.55280933416718,-6.09653309709338,-11.009085571241
"59",0.446775757575758,-8.60282218439318,-6.10926597296729,-11.0963783958191
"60",0.454478787878788,-8.65283503461918,-6.12192404276646,-11.1837460264719
"61",0.462181818181818,-8.70284788484518,-6.13451057050458,-11.2711851991858
"62",0.469884848484848,-8.75286073507118,-6.14702863875325,-11.3586928313891
"63",0.477587878787879,-8.80287358529718,-6.15948116066928,-11.4462660099251
"64",0.485290909090909,-8.85288643552318,-6.17187089111231,-11.533901979934
"65",0.492993939393939,-8.90289928574918,-6.1842004369286,-11.6215981345698
"66",0.50069696969697,-8.95291213597518,-6.19647226647013,-11.7093520054802
"67",0.5084,-9.00292498620118,-6.20868871841193,-11.7971612539904
"68",0.51610303030303,-9.05293783642718,-6.22085200992516,-11.8850236629292
"69",0.523806060606061,-9.10295068665318,-6.23296424425811,-11.9729371290482
"70",0.531509090909091,-9.15296353687918,-6.24502741777298,-12.0608996559854
"71",0.539212121212121,-9.20297638710518,-6.25704342648193,-12.1489093477284
"72",0.546915151515151,-9.25298923733118,-6.26901407212227,-12.2369644025401
"73",0.554618181818182,-9.30300208755718,-6.28094106780696,-12.3250631073074
"74",0.562321212121212,-9.35301493778318,-6.29282604328386,-12.4132038322825
"75",0.570024242424242,-9.40302778800918,-6.30467054983388,-12.5013850261845
"76",0.577727272727273,-9.45304063823518,-6.31647606483603,-12.5896052116343
"77",0.585430303030303,-9.50305348846118,-6.32824399602466,-12.6778629808977
"78",0.593133333333333,-9.55306633868718,-6.33997568546239,-12.766156991912
"79",0.600836363636364,-9.60307918891318,-6.3516724132499,-12.8544859645765
"80",0.608539393939394,-9.65309203913919,-6.36333540099241,-12.942848677286
"81",0.616242424242424,-9.70310488936519,-6.3749658150407,-13.0312439636897
"82",0.623945454545454,-9.75311773959119,-6.38656476952325,-13.1196707096591
"83",0.631648484848485,-9.80313058981719,-6.3981333291848,-13.2081278504496
"84",0.639351515151515,-9.85314344004319,-6.40967251204511,-13.2966143680413
"85",0.647054545454545,-9.90315629026919,-6.42118329189098,-13.3851292886474
"86",0.654757575757576,-9.95316914049519,-6.43266660061328,-13.4736716803771
"87",0.662460606060606,-10.0031819907212,-6.44412333039988,-13.5622406510425
"88",0.670163636363636,-10.0531948409472,-6.45555433579464,-13.6508353460997
"89",0.677866666666667,-10.1032076911732,-6.46696043563163,-13.7394549467147
"90",0.685569696969697,-10.1532205413992,-6.47834241485325,-13.8280986679451
"91",0.693272727272727,-10.2032333916252,-6.48970102622009,-13.9167657570303
"92",0.700975757575758,-10.2532462418512,-6.50103699191994,-14.0054554917824
"93",0.708678787878788,-10.3032590920772,-6.51235100508258,-14.0941671790718
"94",0.716381818181818,-10.3532719423032,-6.52364373120675,-14.1829001533996
"95",0.724084848484848,-10.4032847925292,-6.53491580950503,-14.2716537755534
"96",0.731787878787879,-10.4532976427552,-6.54616785417201,-14.3604274313384
"97",0.739490909090909,-10.5033104929812,-6.55740045558071,-14.4492205303817
"98",0.747193939393939,-10.5533233432072,-6.56861418141198,-14.5380325050024
"99",0.75489696969697,-10.6033361934332,-6.57980957772098,-14.6268628091454
"100",0.7626,-10.6533490436592,-6.59098716994489,-14.7157109173735
