"","population1500","mean_value","UP_value","Low_value"
"1",0,-6.22268708831237,-5.31410364056178,-7.13127053606297
"2",0.0738151858585859,-6.22189864305171,-5.319572175748,-7.12422511035543
"3",0.147630371717172,-6.22111019779105,-5.32461439257511,-7.117606003007
"4",0.221445557575758,-6.22032175253039,-5.3292219225196,-7.11142158254119
"5",0.295260743434343,-6.21953330726973,-5.33338682478318,-7.10567978975629
"6",0.369075929292929,-6.21874486200907,-5.33710163887183,-7.10038808514632
"7",0.442891115151515,-6.21795641674841,-5.34035943607511,-7.09555339742171
"8",0.516706301010101,-6.21716797148775,-5.34315386910011,-7.0911820738754
"9",0.590521486868687,-6.21637952622709,-5.34547921909626,-7.08727983335793
"10",0.664336672727273,-6.21559108096643,-5.34733043930909,-7.08385172262377
"11",0.738151858585859,-6.21480263570577,-5.34870319462272,-7.08090207678882
"12",0.811967044444444,-6.21401419044511,-5.34959389629414,-7.07843448459608
"13",0.88578223030303,-6.21322574518445,-5.34999973124705,-7.07645175912185
"14",0.959597416161616,-6.21243729992379,-5.34991868537743,-7.07495591447015
"15",1.0334126020202,-6.21164885466313,-5.34934956042579,-7.07394814890047
"16",1.10722778787879,-6.21086040940247,-5.34829198408887,-7.07342883471607
"17",1.18104297373737,-6.21007196414181,-5.34674641317261,-7.07339751511101
"18",1.25485815959596,-6.20928351888115,-5.34471412972428,-7.07385290803802
"19",1.32867334545455,-6.20849507362049,-5.34219723021995,-7.07479291702103
"20",1.40248853131313,-6.20770662835983,-5.33919860801903,-7.07621464870062
"21",1.47630371717172,-6.20691818309917,-5.33572192942571,-7.07811443677263
"22",1.5501189030303,-6.20612973783851,-5.33177160381357,-7.08048787186345
"23",1.62393408888889,-6.20534129257785,-5.32735274837069,-7.08332983678501
"24",1.69774927474747,-6.20455284731719,-5.32247114810506,-7.08663454652932
"25",1.77156446060606,-6.20376440205653,-5.31713321181256,-7.09039559230049
"26",1.84537964646465,-6.20297595679587,-5.31134592475095,-7.09460598884079
"27",1.91919483232323,-6.20218751153521,-5.30511679878289,-7.09925822428752
"28",1.99301001818182,-6.20139906627455,-5.29845382075077,-7.10434431179832
"29",2.0668252040404,-6.20061062101389,-5.29136539982625,-7.10985584220153
"30",2.14064038989899,-6.19982217575323,-5.28386031454194,-7.11578403696452
"31",2.21445557575758,-6.19903373049257,-5.27594766016258,-7.12211980082255
"32",2.28827076161616,-6.19824528523191,-5.26763679699241,-7.1288537734714
"33",2.36208594747475,-6.19745683997125,-5.25893730014693,-7.13597637979557
"34",2.43590113333333,-6.19666839471058,-5.24985891124349,-7.14347787817768
"35",2.50971631919192,-6.19587994944992,-5.24041149238976,-7.15134840651009
"36",2.58353150505051,-6.19509150418926,-5.23060498277325,-7.15957802560528
"37",2.65734669090909,-6.1943030589286,-5.22044935808237,-7.16815675977484
"38",2.73116187676768,-6.19351461366794,-5.20995459292026,-7.17707463441563
"39",2.80497706262626,-6.19272616840728,-5.1991306263093,-7.18632171050526
"40",2.87879224848485,-6.19193772314662,-5.18798733032669,-7.19588811596656
"41",2.95260743434343,-6.19114927788596,-5.17653448186132,-7.20576407391061
"42",3.02642262020202,-6.1903608326253,-5.16478173743883,-7.21593992781177
"43",3.10023780606061,-6.18957238736464,-5.15273861102564,-7.22640616370364
"44",3.17405299191919,-6.18878394210398,-5.14041445469327,-7.23715342951469
"45",3.24786817777778,-6.18799549684332,-5.12781844200167,-7.24817255168498
"46",3.32168336363636,-6.18720705158266,-5.11495955394315,-7.25945454922217
"47",3.39549854949495,-6.186418606322,-5.10184656727703,-7.27099064536697
"48",3.46931373535354,-6.18563016106134,-5.08848804507788,-7.2827722770448
"49",3.54312892121212,-6.18484171580068,-5.07489232931782,-7.29479110228355
"50",3.61694410707071,-6.18405327054002,-5.06106753530327,-7.30703900577678
"51",3.69075929292929,-6.18326482527936,-5.0470215477902,-7.31950810276852
"52",3.76457447878788,-6.1824763800187,-5.03276201860718,-7.33219074143022
"53",3.83838966464646,-6.18168793475804,-5.01829636562278,-7.3450795038933
"54",3.91220485050505,-6.18089948949738,-5.00363177290244,-7.35816720609231
"55",3.98602003636364,-6.18011104423672,-4.98877519190925,-7.37144689656419
"56",4.05983522222222,-6.17932259897606,-4.97373334361273,-7.38491185433938
"57",4.13365040808081,-6.1785341537154,-4.95851272138042,-7.39855558605038
"58",4.20746559393939,-6.17774570845474,-4.94311959453667,-7.41237182237281
"59",4.28128077979798,-6.17695726319408,-4.92756001248369,-7.42635451390447
"60",4.35509596565657,-6.17616881793342,-4.91183980928912,-7.44049782657771
"61",4.42891115151515,-6.17538037267276,-4.89596460865437,-7.45479613669115
"62",4.50272633737374,-6.1745919274121,-4.87993982918625,-7.46924402563794
"63",4.57654152323232,-6.17380348215144,-4.8637706899035,-7.48383627439937
"64",4.65035670909091,-6.17301503689078,-4.8474622159169,-7.49856785786465
"65",4.7241718949495,-6.17222659163012,-4.83101924422958,-7.51343393903065
"66",4.79798708080808,-6.17143814636946,-4.81444642961025,-7.52842986312866
"67",4.87180226666667,-6.1706497011088,-4.79774825049862,-7.54355115171898
"68",4.94561745252525,-6.16986125584814,-4.78092901490746,-7.55879349678881
"69",5.01943263838384,-6.16907281058748,-4.76399286629108,-7.57415275488387
"70",5.09324782424242,-6.16828436532681,-4.74694378935427,-7.58962494129936
"71",5.16706301010101,-6.16749592006615,-4.72978561578003,-7.60520622435228
"72",5.2408781959596,-6.16670747480549,-4.71252202985786,-7.62089291975313
"73",5.31469338181818,-6.16591902954483,-4.69515657399767,-7.636681485092
"74",5.38850856767677,-6.16513058428417,-4.67769265411726,-7.65256851445108
"75",5.46232375353535,-6.16434213902351,-4.66013354489375,-7.66855073315328
"76",5.53613893939394,-6.16355369376285,-4.64248239487151,-7.68462499265419
"77",5.60995412525253,-6.16276524850219,-4.62474223142129,-7.7007882655831
"78",5.68376931111111,-6.16197680324153,-4.60691596554648,-7.71703764093659
"79",5.7575844969697,-6.16118835798087,-4.58900639653444,-7.7333703194273
"80",5.83139968282828,-6.16039991272021,-4.5710162164515,-7.74978360898892
"81",5.90521486868687,-6.15961146745955,-4.55294801448176,-7.76627492043735
"82",5.97903005454546,-6.15882302219889,-4.53480428111035,-7.78284176328744
"83",6.05284524040404,-6.15803457693823,-4.51658741215296,-7.79948174172351
"84",6.12666042626263,-6.15724613167757,-4.49829971263356,-7.81619255072158
"85",6.20047561212121,-6.15645768641691,-4.47994340051333,-7.83297197232049
"86",6.2742907979798,-6.15566924115625,-4.46152061027372,-7.84981787203878
"87",6.34810598383838,-6.15488079589559,-4.44303339635728,-7.8667281954339
"88",6.42192116969697,-6.15409235063493,-4.42448373647002,-7.88370096479984
"89",6.49573635555556,-6.15330390537427,-4.40587353474904,-7.9007342759995
"90",6.56955154141414,-6.15251546011361,-4.38720462479993,-7.91782629542729
"91",6.64336672727273,-6.15172701485295,-4.36847877260767,-7.93497525709822
"92",6.71718191313131,-6.15093856959229,-4.3496976793257,-7.95217945985888
"93",6.7909970989899,-6.15015012433163,-4.33086298394713,-7.96943726471612
"94",6.86481228484848,-6.14936167907097,-4.31197626586258,-7.98674709227935
"95",6.93862747070707,-6.14857323381031,-4.29303904730874,-8.00410742031187
"96",7.01244265656566,-6.14778478854965,-4.27405279571192,-8.02151678138737
"97",7.08625784242424,-6.14699634328899,-4.2550189259307,-8.03897376064728
"98",7.16007302828283,-6.14620789802833,-4.23593880240164,-8.05647699365501
"99",7.23388821414141,-6.14541945276767,-4.21681374119219,-8.07402516434315
"100",7.3077034,-6.14463100750701,-4.19764501196434,-8.09161700304967
